::ffff:127.0.0.1 - - [28/Jul/2026 13:27:09] "HEAD / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /?layout=33 HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /dice-roller.css?v=7 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /styles.css?v=124 HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /dice-roller.js?v=11 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /app.js?v=89 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/villagers-480.webp HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/site-header.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/cat-token.jpg HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/fishing.jpg HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/dog-token.jpg HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/game-board.jpg?v=5 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/fishing-pawn.svg?v=20 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-forageable-back.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-tree-tile.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/dice-stardrop.png?v=3 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/dice-heart.png?v=3 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/dice-junimo.png?v=3 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/fishing-pawn.svg?v=20 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /path-highlight-coordinates.json HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-last-day-front.png?v=2 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-season-card-1.png?v=2 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-season-card-2.png?v=2 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-season-card-3.png?v=2 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-season-card-4.png?v=2 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-daffodil-1.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-fiber.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-horseradish-2.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-leek-2.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-daffodil-2.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-stone-2.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-stone-1.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-last-day-back.png?v=2 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/spring-season-card-back.png?v=2 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/iridium-rod.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:24] "GET /assets/fiberglass-rod.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/spring-forageable-tree-1.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/spring-wood.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/spring-forageable-tree-2.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/spring-leek-3.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/spring-horseradish-3.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/bamboo-rod.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/training-rod.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/foraging-pawn.svg?v=20 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/mining-pawn.svg?v=20 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:27:25] "GET /assets/farming-pawn.svg?v=20 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:28:55] "GET / HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:40] "GET /?layout=33 HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:40] "GET /styles.css?v=124 HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:40] "GET /assets/villagers-480.webp HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:40] "GET /path-highlight-coordinates.json HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:44] "GET /?layout=33 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:44] "GET /path-highlight-coordinates.json HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:47] "GET /?layout=33 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:47] "GET /styles.css?v=124 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:47] "GET /path-highlight-coordinates.json HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:56] "GET /?layout=33 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:56] "GET /styles.css?v=124 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 13:29:56] "GET /path-highlight-coordinates.json HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:38] "GET /?layout=33 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:39] "GET /styles.css?v=124 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:39] "GET /assets/villagers-480.webp HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:39] "GET /path-highlight-coordinates.json HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/foraging.jpg HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/iridium-hoe.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/gold-hoe.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/iron-hoe.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/copper-hoe.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/hoe.png HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/mining.jpg HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/iridium-pickaxe.png HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/pickaxe.png HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/iron-pickaxe.png HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/gold-pickaxe.png HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:32:48] "GET /assets/copper-pickaxe.png HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:33:12] "GET /assets/animal-dice-cow.png?v=1 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:33:12] "GET /assets/animal-dice-chicken.png?v=1 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:33:12] "GET /assets/animal-dice-rabbit.png?v=1 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:33:12] "GET /assets/animal-dice-duck.png?v=1 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:33:12] "GET /assets/animal-dice-goat.png?v=1 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:33:12] "GET /assets/animal-dice-sheep.png?v=1 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:34:02] "GET /?layout=33 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:34:02] "GET /path-highlight-coordinates.json HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:34:18] "GET /?layout=33 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:34:18] "GET /path-highlight-coordinates.json HTTP/1.1" 200 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:36:04] "GET /?layout=33 HTTP/1.1" 304 -
::ffff:127.0.0.1 - - [28/Jul/2026 14:36:04] "GET /path-highlight-coordinates.json HTTP/1.1" 200 -
